id	maximumElevationInMeters	scientificName	family	identificationRemarks	county	continent	genus	individualCount	verbatimEventDate	taxonRank	member	coordinatePrecision	higherClassification	decimalLongitude	subgenus	scientificNameAuthorship	kingdom	nomenclaturalStatus	waterBody	decimalLatitude	identifiedBy	order	bed	minimumElevationInMeters	stateProvince	recordNumber	group	phylum	modified	lifeStage	class	country	formation	occurrenceRemarks	informationWithheld	otherCatalogNumbers	countryCode	typeStatus	maximumDepthInMeters	preparations	basisOfRecord	institutionCode	catalogNumber	sex	references	locality	collectionCode	language	eventDate	minimumDepthInMeters	type	fieldNotes	dateIdentified	recordedBy
5017fa8c-fbb1-4ad2-8232-86cdad69013e		Battus philenor	Papilionidae		Grady		Battus			Species			Papilionidae Animalia Hexapoda Battina Lepidoptera Neoptera Battus philenor Troidini Arthropoda Papilionoidea Pterygota Papilioninae Battus Insecta			(Linnaeus, 1771)	Animalia	public				Lepidoptera			GA			Arthropoda	2011-10-17 13:27:37.0		Insecta	UNITED STATES					US				PreservedSpecimen	TTRS		Male	http://www.morphbank.net/586876	Sherwood Plantation		en			PreservedSpecimen			L. Harris
656131eb-f101-479f-b6f3-83c22c230c64		Battus philenor	Papilionidae		Grady		Battus			Species			Papilionidae Animalia Hexapoda Battina Lepidoptera Neoptera Battus philenor Troidini Arthropoda Papilionoidea Pterygota Papilioninae Battus Insecta			(Linnaeus, 1771)	Animalia	public				Lepidoptera			GA			Arthropoda	2011-10-17 13:27:37.0		Insecta	UNITED STATES					US				PreservedSpecimen	TTRS		Male	http://www.morphbank.net/586879			en			PreservedSpecimen			Inae Harris
25677778-299b-4ec9-92ba-71ea1b18edf7		Battus philenor	Papilionidae		Grady		Battus			Species			Papilionidae Animalia Hexapoda Battina Lepidoptera Neoptera Battus philenor Troidini Arthropoda Papilionoidea Pterygota Papilioninae Battus Insecta			(Linnaeus, 1771)	Animalia	public				Lepidoptera			GA			Arthropoda	2011-10-17 13:27:37.0		Insecta	UNITED STATES					US				PreservedSpecimen	TTRS		Male	http://www.morphbank.net/586882			en			PreservedSpecimen			L Harris
c7f34b58-e095-4b9f-b30b-ba4f5d2faad9		Battus philenor	Papilionidae				Battus			Species			Papilionidae Animalia Hexapoda Battina Lepidoptera Neoptera Battus philenor Troidini Arthropoda Papilionoidea Pterygota Papilioninae Battus Insecta			(Linnaeus, 1771)	Animalia	public				Lepidoptera			GA			Arthropoda	2011-10-17 13:27:37.0		Insecta	UNITED STATES					US				PreservedSpecimen	TTRS		Female	http://www.morphbank.net/586885	Atlanta		en			PreservedSpecimen			Lucien Harrris,Jr
cf5e6e6f-2851-48ec-bb6f-c2efd02f4576		Battus philenor	Papilionidae		Cobb		Battus			Species			Papilionidae Animalia Hexapoda Battina Lepidoptera Neoptera Battus philenor Troidini Arthropoda Papilionoidea Pterygota Papilioninae Battus Insecta			(Linnaeus, 1771)	Animalia	public				Lepidoptera			GA			Arthropoda	2011-10-17 13:27:37.0		Insecta	UNITED STATES					US				PreservedSpecimen	TTRS			http://www.morphbank.net/586888	near Marietta		en			PreservedSpecimen			Lucien Harris
d05933be-1839-4393-917d-2122b0ad7c2e		Battus philenor	Papilionidae				Battus			Species			Papilionidae Animalia Hexapoda Battina Lepidoptera Neoptera Battus philenor Troidini Arthropoda Papilionoidea Pterygota Papilioninae Battus Insecta			(Linnaeus, 1771)	Animalia	public				Lepidoptera			GA			Arthropoda	2011-10-17 13:27:37.0		Insecta	UNITED STATES					US				PreservedSpecimen	TTRS		Female	http://www.morphbank.net/586891	Atlanta		en			PreservedSpecimen			Lucien Harris Jr
1127aaa5-3a46-4d6a-80fc-5fe14e4d6241		Battus philenor	Papilionidae		Grady		Battus			Species			Papilionidae Animalia Hexapoda Battina Lepidoptera Neoptera Battus philenor Troidini Arthropoda Papilionoidea Pterygota Papilioninae Battus Insecta			(Linnaeus, 1771)	Animalia	public				Lepidoptera			GA			Arthropoda	2011-10-17 13:27:37.0		Insecta	UNITED STATES					US				PreservedSpecimen	TTRS		Female	http://www.morphbank.net/586894			en			PreservedSpecimen			L Harris
3f2bc057-5476-4e0a-88ca-8171cd55c570		Battus philenor	Papilionidae				Battus			Species			Papilionidae Animalia Hexapoda Battina Lepidoptera Neoptera Battus philenor Troidini Arthropoda Papilionoidea Pterygota Papilioninae Battus Insecta			(Linnaeus, 1771)	Animalia	public				Lepidoptera			GA			Arthropoda	2011-10-17 13:27:37.0		Insecta	UNITED STATES					US				PreservedSpecimen	TTRS			http://www.morphbank.net/586897	Harris Trail, Atlanta		en			PreservedSpecimen			L Harris
287cd99a-ab7e-4fd0-ac63-8c885d4ed0fa		Battus philenor	Papilionidae				Battus			Species			Papilionidae Animalia Hexapoda Battina Lepidoptera Neoptera Battus philenor Troidini Arthropoda Papilionoidea Pterygota Papilioninae Battus Insecta			(Linnaeus, 1771)	Animalia	public				Lepidoptera			GA			Arthropoda	2011-10-17 13:27:37.0		Insecta	UNITED STATES					US				PreservedSpecimen	TTRS		Male	http://www.morphbank.net/586900	Atlanta		en			PreservedSpecimen			Lucien Harris III
c0edca07-c7a9-4574-ab6e-4f2e04b9e1fa		Battus philenor	Papilionidae		Grady		Battus			Species			Papilionidae Animalia Hexapoda Battina Lepidoptera Neoptera Battus philenor Troidini Arthropoda Papilionoidea Pterygota Papilioninae Battus Insecta			(Linnaeus, 1771)	Animalia	public				Lepidoptera			GA			Arthropoda	2011-10-17 13:27:37.0		Insecta	UNITED STATES					US				PreservedSpecimen	TTRS		Male	http://www.morphbank.net/586903	The Briar patch		en			PreservedSpecimen			Louise Harris
